category,precision,recall,f1-score,support
452,0.7142857142857143,0.0308641975308641,0.059171597633136,162.0
453,0.11,0.06875,0.0846153846153846,160.0
454,0.3,0.025,0.0461538461538461,120.0
455,0.3333333333333333,0.1419753086419753,0.1991341991341991,162.0
456,0.3972602739726027,0.1164658634538152,0.1801242236024844,249.0
457,0.3703703703703703,0.0833333333333333,0.1360544217687075,120.0
458,0.2023809523809523,0.2266666666666666,0.2138364779874214,75.0
459,0.0,0.0,0.0,168.0
460,0.3448275862068966,0.0469483568075117,0.0826446280991735,213.0
461,0.4347826086956521,0.0952380952380952,0.15625,105.0
462,0.3902439024390244,0.3076923076923077,0.3440860215053763,104.0
463,0.5,0.0083333333333333,0.0163934426229508,120.0
464,0.2415730337078651,0.542016806722689,0.3341968911917098,238.0
465,0.2745098039215686,0.6054054054054054,0.3777403035413153,185.0
466,0.7142857142857143,0.1363636363636363,0.2290076335877862,220.0
467,0.7142857142857143,0.0555555555555555,0.1030927835051546,90.0
468,0.2307692307692307,0.1224489795918367,0.16,98.0
469,0.5,0.0526315789473684,0.0952380952380952,76.0
470,0.288135593220339,0.1287878787878787,0.1780104712041884,132.0
471,0.3333333333333333,0.1142857142857142,0.1702127659574468,105.0
472,0.2125984251968504,0.3333333333333333,0.2596153846153846,162.0
473,0.4285714285714285,0.03125,0.058252427184466,96.0
474,0.8258928571428571,0.592948717948718,0.6902985074626866,312.0
475,0.45,0.0909090909090909,0.1512605042016806,99.0
476,0.1666666666666666,0.0188679245283018,0.0338983050847457,106.0
477,0.1956521739130435,0.15,0.1698113207547169,60.0
478,0.0776699029126213,0.054054054054054,0.0637450199203187,148.0
479,0.732620320855615,0.7569060773480663,0.7445652173913043,181.0
480,0.2727272727272727,0.0762711864406779,0.119205298013245,118.0
481,0.6402877697841727,0.5493827160493827,0.5913621262458473,162.0
482,0.325,0.2452830188679245,0.2795698924731182,106.0
483,0.32,0.0898876404494382,0.1403508771929824,178.0
484,0.1698113207547169,0.216867469879518,0.1904761904761904,83.0
485,0.5824742268041238,0.6686390532544378,0.6225895316804408,169.0
486,0.7699115044247787,0.7933130699088146,0.781437125748503,329.0
487,0.6,0.0379746835443038,0.0714285714285714,79.0
488,0.6923076923076923,0.0638297872340425,0.1168831168831168,141.0
489,0.5725190839694656,0.6024096385542169,0.5870841487279843,249.0
490,0.1785714285714285,0.1590909090909091,0.1682692307692307,220.0
491,0.6914893617021277,0.3846153846153846,0.494296577946768,169.0
492,0.2097902097902098,0.3468208092485549,0.261437908496732,173.0
493,0.4523809523809524,0.3689320388349514,0.4064171122994652,206.0
494,0.1948051948051948,0.1388888888888889,0.1621621621621621,216.0
495,0.3125,0.0704225352112676,0.1149425287356321,71.0
496,0.1395348837209302,0.0530973451327433,0.0769230769230769,113.0
497,0.0,0.0,0.0,69.0
498,0.0277008310249307,0.2205882352941176,0.0492206726825266,136.0
499,0.0491803278688524,0.2903225806451613,0.0841121495327102,155.0
500,0.3076923076923077,0.1012658227848101,0.1523809523809524,79.0
501,0.3888888888888889,0.0476190476190476,0.0848484848484848,147.0
502,0.463768115942029,0.2539682539682539,0.3282051282051282,126.0
503,0.2857142857142857,0.0769230769230769,0.1212121212121212,26.0
504,0.6923076923076923,0.6324324324324324,0.6610169491525424,185.0
505,1.0,0.0225563909774436,0.0441176470588235,133.0
506,0.75,0.06,0.1111111111111111,50.0
507,0.2461538461538461,0.1194029850746268,0.1608040201005025,134.0
508,0.4372093023255814,0.4351851851851852,0.4361948955916473,216.0
509,0.2209302325581395,0.085201793721973,0.1229773462783171,223.0
510,0.0,0.0,0.0,92.0
511,0.2079207920792079,0.1981132075471698,0.2028985507246377,106.0
512,0.5,0.0181818181818181,0.0350877192982456,55.0
513,0.5,0.0503597122302158,0.0915032679738562,139.0
514,0.050632911392405,0.1523809523809524,0.0760095011876484,105.0
515,0.1352405721716515,0.6582278481012658,0.2243797195253505,158.0
516,0.6666666666666666,0.02,0.0388349514563106,100.0
517,0.4375,0.0736842105263157,0.1261261261261261,95.0
518,0.7589743589743589,0.6757990867579908,0.714975845410628,219.0
519,0.1315240083507307,0.3795180722891566,0.1953488372093023,166.0
520,0.4741379310344827,0.2546296296296296,0.3313253012048193,216.0
521,0.1587301587301587,0.196078431372549,0.1754385964912281,102.0
522,0.2624113475177305,0.6666666666666666,0.376590330788804,111.0
523,0.7058823529411765,0.0833333333333333,0.1490683229813664,144.0
524,0.2575757575757575,0.3893129770992366,0.3100303951367781,262.0
525,0.2318435754189944,0.5724137931034483,0.3300198807157057,145.0
526,0.3181818181818182,0.047945205479452,0.0833333333333333,146.0
527,0.6564102564102564,0.4794007490636704,0.5541125541125541,267.0
528,0.3246753246753247,0.487012987012987,0.3896103896103896,154.0
529,0.75,0.18,0.2903225806451613,150.0
530,0.7279411764705882,0.4159663865546218,0.5294117647058824,238.0
532,0.2272727272727272,0.2466367713004484,0.2365591397849462,223.0
533,0.1236559139784946,0.0809859154929577,0.0978723404255319,284.0
534,0.5957446808510638,0.2871794871794871,0.3875432525951556,195.0
535,0.3947368421052631,0.1260504201680672,0.1910828025477707,119.0
536,0.4050632911392405,0.2105263157894736,0.277056277056277,152.0
537,0.3636363636363636,0.056338028169014,0.0975609756097561,71.0
538,0.3703703703703703,0.0769230769230769,0.1273885350318471,130.0
539,0.375,0.088235294117647,0.1428571428571428,136.0
540,0.1045576407506702,0.325,0.1582150101419878,120.0
541,0.2857142857142857,0.1428571428571428,0.1904761904761904,14.0
542,0.1538461538461538,0.0946745562130177,0.1172161172161172,169.0
543,0.3043478260869565,0.0583333333333333,0.0979020979020978,120.0
544,0.4761904761904761,0.059171597633136,0.1052631578947368,169.0
545,0.4285714285714285,0.032258064516129,0.06,93.0
546,0.4921465968586387,0.3309859154929577,0.3957894736842106,284.0
547,0.2037914691943128,0.3115942028985507,0.2464183381088825,138.0
548,0.1724137931034483,0.1162790697674418,0.1388888888888889,43.0
549,0.6111111111111112,0.0769230769230769,0.1366459627329192,143.0
550,0.3333333333333333,0.4117647058823529,0.3684210526315788,204.0
551,0.5,0.0123456790123456,0.0240963855421686,162.0
552,0.1491228070175438,0.1338582677165354,0.1410788381742738,127.0
553,0.2686567164179104,0.1451612903225806,0.1884816753926702,124.0
555,0.3333333333333333,0.0091743119266055,0.0178571428571428,109.0
556,0.3741935483870968,0.4113475177304964,0.3918918918918919,141.0
557,0.175438596491228,0.091743119266055,0.1204819277108433,109.0
558,0.4046242774566474,0.3517587939698492,0.3763440860215054,199.0
559,0.2077922077922078,0.1300813008130081,0.16,123.0
560,1.0,0.0125,0.0246913580246913,80.0
561,0.1228373702422145,0.4765100671140939,0.1953232462173315,149.0
562,0.5263157894736842,0.0617283950617283,0.1104972375690607,162.0
563,0.3818181818181818,0.3134328358208955,0.3442622950819672,67.0
564,0.6190476190476191,0.2857142857142857,0.3909774436090225,182.0
565,0.5813953488372093,0.5524861878453039,0.56657223796034,181.0
566,0.3578947368421052,0.5528455284552846,0.4345047923322683,123.0
567,0.313953488372093,0.1459459459459459,0.1992619926199262,185.0
568,0.8333333333333334,0.0649350649350649,0.1204819277108433,77.0
569,0.4210526315789473,0.0634920634920634,0.1103448275862069,126.0
570,0.3575129533678756,0.5369649805447471,0.4292379471228615,257.0
571,0.3846153846153846,0.0824175824175824,0.1357466063348416,182.0
572,0.4117647058823529,0.0721649484536082,0.1228070175438596,97.0
573,0.1851851851851851,0.0490196078431372,0.0775193798449612,102.0
574,0.4523809523809524,0.3220338983050847,0.3762376237623762,118.0
575,0.3170731707317073,0.3291139240506329,0.3229813664596273,237.0
576,0.3953488372093023,0.0772727272727272,0.1292775665399239,220.0
577,0.275,0.1222222222222222,0.1692307692307692,90.0
578,0.1641791044776119,0.0484581497797356,0.0748299319727891,227.0
579,0.4416666666666666,0.3840579710144927,0.4108527131782946,138.0
580,0.3529411764705882,0.1043478260869565,0.1610738255033557,115.0
581,0.2933673469387755,0.5778894472361809,0.38917089678511,199.0
582,0.1538461538461538,0.1,0.1212121212121212,40.0
583,0.3333333333333333,0.023076923076923,0.0431654676258992,130.0
584,0.1698113207547169,0.2608695652173913,0.2057142857142856,69.0
585,0.2533333333333333,0.3220338983050847,0.2835820895522388,59.0
586,0.4285714285714285,0.1420118343195266,0.2133333333333333,169.0
588,0.7681159420289855,0.6523076923076923,0.7054908485856904,325.0
589,0.5,0.0158730158730158,0.0307692307692307,63.0
590,0.4444444444444444,0.0493827160493827,0.0888888888888888,162.0
591,0.265625,0.1566820276497695,0.1971014492753623,217.0
592,0.4680851063829787,0.25,0.3259259259259259,176.0
593,0.1285714285714285,0.1363636363636363,0.1323529411764705,66.0
594,1.0,0.0777777777777777,0.1443298969072165,90.0
595,0.4444444444444444,0.054054054054054,0.0963855421686747,148.0
596,0.5515463917525774,0.6407185628742516,0.592797783933518,167.0
597,0.375,0.0194805194805194,0.037037037037037,154.0
598,0.247191011235955,0.0808823529411764,0.1218836565096953,272.0
599,0.4666666666666667,0.0534351145038167,0.0958904109589041,131.0
600,0.4464285714285714,0.1543209876543209,0.2293577981651376,162.0
601,0.1271186440677966,0.1271186440677966,0.1271186440677966,118.0
602,0.0,0.0,0.0,35.0
603,0.2875,0.1483870967741935,0.1957446808510638,155.0
604,0.2962962962962963,0.074074074074074,0.1185185185185185,108.0
605,0.0,0.0,0.0,169.0
606,0.3333333333333333,0.0434782608695652,0.0769230769230769,69.0
607,0.75,0.0371517027863777,0.0707964601769911,323.0
608,0.391304347826087,0.1058823529411764,0.1666666666666666,85.0
609,0.1270983213429256,0.2431192660550458,0.1669291338582677,218.0
610,0.2111801242236025,0.2035928143712574,0.2073170731707317,167.0
611,0.2987012987012987,0.4791666666666667,0.368,48.0
612,0.303030303030303,0.2857142857142857,0.2941176470588235,105.0
613,0.2962962962962963,0.1194029850746268,0.1702127659574468,134.0
614,0.2647058823529412,0.12,0.165137614678899,75.0
616,0.0972222222222222,0.0985915492957746,0.0979020979020979,71.0
617,0.3636363636363636,0.032520325203252,0.0597014925373134,246.0
618,0.21875,0.3146067415730337,0.2580645161290322,89.0
620,0.4345991561181435,0.4703196347031963,0.4517543859649122,219.0
621,0.5046728971962616,0.3176470588235294,0.3898916967509024,170.0
622,0.2448979591836734,0.1176470588235294,0.1589403973509933,102.0
623,0.3125,0.1479289940828402,0.2008032128514056,169.0
624,0.5983606557377049,0.6431718061674009,0.6199575371549894,227.0
625,0.1018518518518518,0.0758620689655172,0.0869565217391304,145.0
626,0.48,0.058252427184466,0.1038961038961039,206.0
627,0.4193548387096774,0.1444444444444444,0.2148760330578512,90.0
628,0.5,0.0357142857142857,0.0666666666666666,56.0
629,0.0483091787439613,0.1785714285714285,0.0760456273764258,56.0
630,0.2424242424242424,0.0615384615384615,0.0981595092024539,130.0
631,0.3379501385041551,0.4013157894736842,0.3669172932330827,304.0
632,0.3571428571428571,0.1030927835051546,0.16,97.0
633,0.4285714285714285,0.0483870967741935,0.0869565217391304,62.0
634,0.3939393939393939,0.1969696969696969,0.2626262626262626,132.0
635,0.5625,0.0532544378698224,0.0972972972972972,169.0
636,0.189873417721519,0.1657458563535911,0.1769911504424778,181.0
637,0.4166666666666667,0.0267379679144385,0.050251256281407,187.0
638,0.287037037037037,0.2627118644067797,0.2743362831858407,118.0
639,0.1666666666666666,0.0714285714285714,0.1,14.0
640,0.3777777777777777,0.1888888888888888,0.2518518518518518,90.0
641,0.4285714285714285,0.0514285714285714,0.0918367346938775,175.0
642,0.8,0.0333333333333333,0.064,120.0
643,0.2222222222222222,0.1311475409836065,0.1649484536082474,61.0
644,0.5241379310344828,0.5277777777777778,0.5259515570934257,144.0
645,0.3529411764705882,0.0375,0.0677966101694915,160.0
646,0.3696969696969697,0.3652694610778443,0.3674698795180722,167.0
647,0.1988304093567251,0.1708542713567839,0.1837837837837838,199.0
648,0.3636363636363636,0.0909090909090909,0.1454545454545454,132.0
649,0.3243243243243243,0.1188118811881188,0.1739130434782608,101.0
650,0.25,0.1472081218274111,0.1853035143769968,197.0
651,0.3617021276595745,0.0739130434782608,0.1227436823104693,230.0
652,0.3875,0.2262773722627737,0.2857142857142857,137.0
653,0.1764705882352941,0.0303030303030303,0.0517241379310344,99.0
654,0.5405405405405406,0.0952380952380952,0.1619433198380566,210.0
655,0.2903225806451613,0.1343283582089552,0.1836734693877551,67.0
656,0.3235294117647059,0.079136690647482,0.1271676300578034,139.0
657,0.3571428571428571,0.1048951048951049,0.1621621621621621,143.0
658,0.4296577946768061,0.5678391959798995,0.4891774891774892,199.0
659,0.5566037735849056,0.3105263157894737,0.3986486486486486,190.0
660,0.15625,0.1063829787234042,0.1265822784810126,94.0
661,0.1914893617021276,0.1666666666666666,0.1782178217821781,108.0
662,0.4576271186440678,0.6605504587155964,0.5406758448060075,327.0
663,0.1538461538461538,0.0555555555555555,0.0816326530612245,108.0
664,0.6,0.045,0.0837209302325581,200.0
665,0.3265306122448979,0.32,0.3232323232323232,150.0
666,0.1076388888888889,0.2167832167832167,0.1438515081206496,143.0
667,0.3333333333333333,0.0203045685279187,0.0382775119617224,197.0
668,0.4024390243902439,0.3666666666666666,0.3837209302325581,180.0
669,0.1724137931034483,0.1633986928104575,0.1677852348993288,153.0
670,0.4752475247524752,0.5748502994011976,0.5203252032520324,167.0
671,0.6395348837209303,0.3179190751445087,0.4247104247104247,173.0
672,0.2272727272727272,0.0483091787439613,0.0796812749003984,207.0
673,0.45,0.0584415584415584,0.1034482758620689,154.0
674,0.3548387096774194,0.0431372549019607,0.0769230769230769,255.0
675,0.3251231527093596,0.3728813559322034,0.3473684210526316,177.0
676,0.75,0.0215827338129496,0.0419580419580419,139.0
677,0.1978021978021978,0.158590308370044,0.1760391198044009,227.0
678,0.4545454545454545,0.1052631578947368,0.1709401709401709,95.0
679,0.2857142857142857,0.0837696335078534,0.1295546558704453,191.0
680,0.5384615384615384,0.0707070707070707,0.125,99.0
681,0.3333333333333333,0.1214953271028037,0.1780821917808219,107.0
682,0.35,0.3835616438356164,0.3660130718954248,146.0
683,0.2150170648464164,0.3620689655172414,0.2698072805139186,174.0
684,0.419047619047619,0.5057471264367817,0.4583333333333333,261.0
685,0.4113924050632911,0.4248366013071895,0.4180064308681672,153.0
686,0.4,0.0238095238095238,0.0449438202247191,168.0
687,0.490625,0.596958174904943,0.5385934819897084,263.0
688,0.4,0.1294964028776978,0.1956521739130435,139.0
689,0.2,0.0101010101010101,0.0192307692307692,99.0
690,0.4338235294117647,0.36875,0.3986486486486486,160.0
691,0.4117647058823529,0.0769230769230769,0.1296296296296296,91.0
692,0.4,0.0149253731343283,0.0287769784172661,134.0
693,0.5537974683544303,0.6505576208178439,0.5982905982905983,269.0
694,0.0685714285714285,0.24,0.1066666666666666,100.0
695,0.5581395348837209,0.0892193308550185,0.1538461538461538,269.0
696,0.1823361823361823,0.4507042253521127,0.2596348884381338,142.0
697,0.6086956521739131,0.0818713450292397,0.1443298969072164,171.0
698,0.0,0.0,0.0,81.0
699,0.5375722543352601,0.6326530612244898,0.58125,294.0
700,0.5,0.0166666666666666,0.032258064516129,60.0
701,0.3,0.0412844036697247,0.0725806451612903,218.0
702,0.3333333333333333,0.0289855072463768,0.0533333333333333,69.0
703,0.3181818181818182,0.0404624277456647,0.0717948717948718,173.0
704,0.3125,0.196078431372549,0.2409638554216867,102.0
705,0.4338235294117647,0.2979797979797979,0.3532934131736526,198.0
706,0.180722891566265,0.0655021834061135,0.0961538461538461,229.0
707,0.25,0.1044776119402985,0.1473684210526316,67.0
708,0.3125,0.0909090909090909,0.1408450704225352,55.0
709,0.1428571428571428,0.0434782608695652,0.0666666666666666,23.0
710,0.5,0.0204081632653061,0.0392156862745097,98.0
711,0.6153846153846154,0.0402010050251256,0.0754716981132075,199.0
712,0.25,0.0158730158730158,0.0298507462686567,126.0
713,0.4081632653061224,0.1290322580645161,0.196078431372549,155.0
714,0.1026392961876832,0.3125,0.1545253863134657,224.0
715,0.1444444444444444,0.064039408866995,0.0887372013651877,203.0
716,0.1428571428571428,0.1568627450980392,0.1495327102803738,153.0
717,0.2903225806451613,0.1353383458646616,0.1846153846153846,133.0
718,0.1619718309859155,0.1513157894736842,0.1564625850340136,152.0
719,0.3529411764705882,0.0631578947368421,0.1071428571428571,190.0
720,0.5323529411764706,0.7298387096774194,0.6156462585034014,248.0
721,0.1578947368421052,0.0422535211267605,0.0666666666666666,71.0
722,0.0,0.0,0.0,65.0
723,0.4489795918367347,0.4370860927152318,0.4429530201342281,151.0
724,0.3846153846153846,0.0231481481481481,0.0436681222707423,216.0
725,0.25,0.0384615384615384,0.0666666666666666,52.0
726,0.3819444444444444,0.3666666666666666,0.3741496598639455,150.0
727,0.6086956521739131,0.5185185185185185,0.5599999999999999,135.0
728,0.6470588235294118,0.1089108910891089,0.1864406779661017,101.0
729,0.1129032258064516,0.1902173913043478,0.1417004048582996,184.0
730,0.09,0.0538922155688622,0.0674157303370786,167.0
731,0.625,0.0526315789473684,0.0970873786407767,95.0
732,0.3529411764705882,0.0472440944881889,0.0833333333333333,127.0
733,0.4068965517241379,0.2532188841201717,0.3121693121693122,233.0
734,0.4705882352941176,0.1893491124260355,0.270042194092827,169.0
735,0.4126213592233009,0.3881278538812785,0.3999999999999999,219.0
736,0.3829787234042553,0.1016949152542373,0.1607142857142857,177.0
737,0.1176470588235294,0.0615384615384615,0.0808080808080808,130.0
738,0.52,0.1969696969696969,0.2857142857142856,132.0
739,0.255,0.2615384615384615,0.2582278481012658,195.0
740,0.5641025641025641,0.4347826086956521,0.4910714285714286,253.0
741,0.4941176470588235,0.6116504854368932,0.5466377440347071,206.0
742,0.43,0.1853448275862069,0.2590361445783132,232.0
743,0.0497427101200686,0.18125,0.0780619111709286,160.0
744,0.5384615384615384,0.0334928229665071,0.063063063063063,209.0
745,0.2142857142857142,0.03,0.0526315789473684,100.0
746,0.1526717557251908,0.1818181818181818,0.1659751037344398,220.0
747,0.3809523809523809,0.0470588235294117,0.0837696335078534,170.0
748,0.52,0.1083333333333333,0.1793103448275862,120.0
749,0.4375,0.0625,0.109375,112.0
750,0.5671641791044776,0.5327102803738317,0.5493975903614458,214.0
751,0.0697674418604651,0.3620689655172414,0.116991643454039,116.0
752,0.710691823899371,0.4977973568281938,0.5854922279792746,227.0
753,0.5306122448979592,0.4110671936758893,0.4632516703786192,253.0
754,0.2491289198606271,0.6033755274261603,0.3526510480887793,237.0
755,0.6222222222222222,0.3660130718954248,0.4609053497942386,153.0
756,0.5,0.0276243093922651,0.0523560209424083,181.0
757,0.1884057971014492,0.3679245283018867,0.2492012779552715,106.0
758,0.1568627450980392,0.2010050251256281,0.1762114537444934,199.0
759,0.4444444444444444,0.2834645669291338,0.3461538461538462,127.0
760,0.4722222222222222,0.0561056105610561,0.1002949852507374,303.0
761,0.5486111111111112,0.43646408839779,0.4861538461538461,181.0
762,0.44,0.0964912280701754,0.158273381294964,114.0
763,0.2222222222222222,0.081081081081081,0.1188118811881188,74.0
764,0.2533783783783784,0.4189944134078212,0.3157894736842105,179.0
765,0.4086021505376344,0.2533333333333333,0.3127572016460905,150.0
766,0.2424242424242424,0.0316205533596837,0.0559440559440559,253.0
767,0.2142857142857142,0.0576923076923076,0.0909090909090909,52.0
768,0.4444444444444444,0.0555555555555555,0.0987654320987654,144.0
769,0.5283018867924528,0.4324324324324324,0.475583864118896,259.0
770,0.3684210526315789,0.0654205607476635,0.111111111111111,107.0
771,0.0,0.0,0.0,115.0
772,0.6,0.0472440944881889,0.0875912408759124,127.0
773,0.6721311475409836,0.3059701492537313,0.4205128205128205,134.0
774,0.2727272727272727,0.0267857142857142,0.048780487804878,112.0
775,0.3975903614457831,0.2882096069868995,0.3341772151898734,229.0
776,0.4285714285714285,0.1282051282051282,0.1973684210526315,234.0
777,0.2666666666666666,0.0594059405940594,0.097165991902834,202.0
778,0.7962962962962963,0.4623655913978494,0.5850340136054422,93.0
779,0.2526315789473684,0.2807017543859649,0.2659279778393351,171.0
780,0.5,0.0288461538461538,0.0545454545454545,104.0
781,0.2115384615384615,0.0956521739130434,0.1317365269461077,115.0
782,0.6071428571428571,0.2440191387559808,0.3481228668941979,209.0
783,0.625,0.0561797752808988,0.1030927835051546,178.0
784,0.4125,0.1126279863481228,0.1769436997319034,293.0
785,0.5774647887323944,0.7765151515151515,0.6623586429725363,264.0
786,0.15,0.0612244897959183,0.0869565217391304,49.0
787,0.2647058823529412,0.108433734939759,0.1538461538461538,83.0
788,0.4666666666666667,0.1555555555555555,0.2333333333333333,45.0
789,0.8271604938271605,0.3722222222222222,0.5134099616858238,180.0
790,0.3255813953488372,0.1076923076923077,0.1618497109826589,130.0
791,1.0,0.0161290322580645,0.0317460317460317,124.0
792,0.3529411764705882,0.1121495327102803,0.1702127659574468,107.0
793,0.1194029850746268,0.2790697674418604,0.1672473867595818,86.0
795,0.34375,0.180327868852459,0.2365591397849462,122.0
796,0.2058823529411764,0.1228070175438596,0.1538461538461538,57.0
797,0.6,0.2222222222222222,0.3243243243243243,216.0
798,0.3333333333333333,0.1538461538461538,0.2105263157894736,78.0
799,0.3508771929824561,0.081967213114754,0.1328903654485049,244.0
800,0.2197802197802197,0.1785714285714285,0.1970443349753694,112.0
801,0.8,0.0251572327044025,0.048780487804878,159.0
802,0.4166666666666667,0.131578947368421,0.1999999999999999,114.0
803,1.0,0.0104166666666666,0.0206185567010309,192.0
804,0.5,0.0061349693251533,0.0121212121212121,163.0
805,0.3214285714285714,0.072,0.1176470588235294,125.0
806,0.448,0.3333333333333333,0.3822525597269624,168.0
807,0.5,0.0149253731343283,0.0289855072463768,67.0
808,0.527027027027027,0.6062176165803109,0.5638554216867468,193.0
809,0.8,0.0207253886010362,0.0404040404040404,193.0
810,0.6907216494845361,0.4527027027027027,0.5469387755102041,148.0
811,0.4375,0.053030303030303,0.0945945945945946,132.0
812,0.2758620689655172,0.3096774193548387,0.2917933130699088,155.0
813,0.5333333333333333,0.0579710144927536,0.1045751633986928,138.0
814,0.6060606060606061,0.106951871657754,0.1818181818181818,187.0
815,0.6814814814814815,0.3607843137254902,0.4717948717948718,255.0
816,0.4,0.0588235294117647,0.1025641025641025,34.0
817,0.2545454545454545,0.2372881355932203,0.2456140350877192,118.0
818,0.6296296296296297,0.0885416666666666,0.1552511415525114,192.0
819,0.375,0.2307692307692307,0.2857142857142857,78.0
820,0.1368421052631579,0.2203389830508474,0.1688311688311688,118.0
821,0.7559808612440191,0.6448979591836734,0.6960352422907489,245.0
822,0.6153846153846154,0.1777777777777777,0.2758620689655172,45.0
823,0.5372340425531915,0.4122448979591837,0.4665127020785219,245.0
824,0.5,0.3948497854077253,0.4412470023980815,233.0
825,0.303030303030303,0.15625,0.2061855670103092,64.0
827,0.4636871508379888,0.3373983739837398,0.3905882352941177,246.0
828,0.5,0.0384615384615384,0.0714285714285714,104.0
829,0.0,0.0,0.0,99.0
830,0.2271293375394321,0.3333333333333333,0.2701688555347092,216.0
831,0.8198757763975155,0.6633165829145728,0.7333333333333333,199.0
832,0.2631578947368421,0.0381679389312977,0.0666666666666666,131.0
833,0.3636363636363636,0.0888888888888888,0.1428571428571428,90.0
834,0.2,0.2307692307692307,0.2142857142857142,26.0
835,0.4285714285714285,0.0625,0.109090909090909,96.0
836,0.5084745762711864,0.6338028169014085,0.5642633228840126,142.0
837,0.0,0.0,0.0,261.0
838,0.625,0.025,0.048076923076923,200.0
839,0.4871794871794871,0.075098814229249,0.1301369863013698,253.0
840,0.3157894736842105,0.0975609756097561,0.1490683229813664,123.0
841,0.3529411764705882,0.0779220779220779,0.1276595744680851,154.0
842,0.6,0.3861386138613861,0.4698795180722891,202.0
843,0.2307692307692307,0.0410958904109589,0.0697674418604651,146.0
844,0.1,0.008695652173913,0.016,115.0
845,0.2368421052631578,0.0967741935483871,0.1374045801526717,93.0
846,0.3214285714285714,0.2571428571428571,0.2857142857142857,35.0
847,0.5151515151515151,0.1691542288557214,0.2546816479400749,201.0
848,0.0227272727272727,0.0329670329670329,0.0269058295964125,91.0
849,0.3333333333333333,0.0483870967741935,0.0845070422535211,62.0
850,0.2650602409638554,0.2156862745098039,0.2378378378378378,102.0
851,0.3333333333333333,0.0294117647058823,0.054054054054054,102.0
852,0.25,0.015625,0.0294117647058823,64.0
853,0.48,0.6363636363636364,0.5472312703583062,132.0
854,0.5981308411214953,0.4129032258064516,0.4885496183206106,155.0
855,0.5369127516778524,0.4371584699453552,0.4819277108433735,183.0
856,0.5714285714285714,0.0421052631578947,0.0784313725490196,95.0
857,0.3061224489795918,0.470383275261324,0.3708791208791209,287.0
858,0.3142857142857143,0.1264367816091954,0.180327868852459,87.0
859,0.3272727272727272,0.0923076923076923,0.144,195.0
860,0.3333333333333333,0.0666666666666666,0.1111111111111111,90.0
861,0.0888888888888888,0.0396039603960396,0.0547945205479452,101.0
862,0.5625,0.079646017699115,0.1395348837209302,113.0
863,0.2097902097902098,0.2205882352941176,0.2150537634408602,136.0
864,0.4095744680851064,0.3248945147679324,0.3623529411764706,237.0
866,0.3219178082191781,0.408695652173913,0.3601532567049809,115.0
867,0.3809523809523809,0.448,0.411764705882353,125.0
868,0.4461538461538462,0.5253623188405797,0.4825291181364392,276.0
869,0.2105263157894736,0.2442748091603053,0.2261484098939929,131.0
870,0.3216374269005848,0.2546296296296296,0.2842377260981912,216.0
871,0.1257485029940119,0.1024390243902439,0.1129032258064516,205.0
872,0.4890510948905109,0.2418772563176895,0.323671497584541,277.0
873,0.3073929961089494,0.5563380281690141,0.3959899749373433,142.0
874,0.7857142857142857,0.1111111111111111,0.1946902654867256,99.0
875,0.2456140350877192,0.1473684210526315,0.1842105263157894,95.0
876,0.6875,0.0802919708029197,0.1437908496732026,137.0
877,0.3,0.0944881889763779,0.1437125748502994,127.0
878,0.3894736842105263,0.1298245614035087,0.1947368421052631,285.0
879,0.345679012345679,0.2204724409448819,0.2692307692307692,127.0
880,0.1944444444444444,0.1779661016949152,0.1858407079646017,118.0
881,0.0603448275862069,0.1272727272727272,0.0818713450292397,55.0
882,0.4482758620689655,0.1382978723404255,0.2113821138211382,188.0
883,0.204,0.2897727272727273,0.2394366197183098,176.0
884,0.2608695652173913,0.4945054945054945,0.3415559772296014,182.0
885,0.3448275862068966,0.1162790697674418,0.1739130434782608,86.0
886,0.4789915966386555,0.3677419354838709,0.4160583941605839,155.0
887,0.1457286432160804,0.2577777777777778,0.1861958266452648,225.0
888,0.6346153846153846,0.5176470588235295,0.5701943844492441,255.0
889,0.4137931034482758,0.1034482758620689,0.1655172413793103,116.0
890,0.4285714285714285,0.0165745856353591,0.0319148936170212,181.0
891,0.7345971563981043,0.6300813008130082,0.6783369803063457,246.0
892,0.2777777777777778,0.0746268656716417,0.1176470588235294,67.0
893,0.4130434782608695,0.1623931623931624,0.2331288343558282,117.0
894,0.375,0.0405405405405405,0.073170731707317,74.0
895,0.2546125461254612,0.5111111111111111,0.3399014778325123,270.0
896,0.2457627118644068,0.2,0.2205323193916349,145.0
897,0.4,0.0838323353293413,0.1386138613861386,167.0
898,0.5975609756097561,0.5185185185185185,0.5552407932011331,189.0
899,0.462046204620462,0.498220640569395,0.4794520547945205,281.0
900,0.3228346456692913,0.3867924528301887,0.351931330472103,106.0
901,0.5238095238095238,0.1271676300578034,0.2046511627906976,173.0
902,0.223175965665236,0.4684684684684684,0.3023255813953489,111.0
903,0.25,0.1052631578947368,0.1481481481481481,95.0
904,0.4666666666666667,0.2592592592592592,0.3333333333333333,189.0
905,0.5,0.0166666666666666,0.032258064516129,60.0
906,0.052584670231729,0.4184397163120567,0.0934283452098179,141.0
907,0.6095890410958904,0.4517766497461929,0.5189504373177842,197.0
908,0.1304347826086956,0.0845070422535211,0.1025641025641025,71.0
909,0.3181818181818182,0.1166666666666666,0.1707317073170731,120.0
